OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
13452,1593,Indooroopilly School Moggill Road,Moggill Road,Woodville Street,496735.5,6958153.6,-27.500263,152.966949,Indooroopilly,2 - Intermediate,N,Easy,Easy,Easy,2023-03-21T11:00:00+10:00,"{""coordinates"": [152.96695503635956, -27.500250438567818], ""type"": ""Point""}","-27.500250438567818, 152.96695503635956"
13453,1596,Burbong Street - 7,Burbong Street,Merrilyn Street,495526.3,6958234.2,-27.499532,152.954707,Chapel Hill,5 - District,N,Medium,Medium,Easy,,"{""coordinates"": [152.95471303851053, -27.49951943776217], ""type"": ""Point""}","-27.49951943776217, 152.95471303851053"
13454,1597,Burbong Street - 7,Burbong Street,Merrilyn Street,495561.8,6958207.7,-27.499771,152.955067,Chapel Hill,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [152.95507303759402, -27.4997584376603], ""type"": ""Point""}","-27.4997584376603, 152.95507303759402"
13455,1598,Burbong East,Burbong Street,Columbia Street,495815.2,6957984.2,-27.50179,152.957631,Chapel Hill,3 - Regular with seat,Y,Easy,Hard,Medium,2016-01-12T11:00:00+10:00,"{""coordinates"": [152.95763703695985, -27.501777437310444], ""type"": ""Point""}","-27.501777437310444, 152.95763703695985"
13456,1599,Burbong East,Burbong Street,Kimba Street,495914.3,6957975,-27.501873,152.958634,Chapel Hill,2 - Intermediate,N,Medium,Easy,Medium,,"{""coordinates"": [152.958640037769, -27.501860437902934], ""type"": ""Point""}","-27.501860437902934, 152.958640037769"
13457,1600,Burbong Street - 9,Burbong Street,Moggill Road,496180,6957715.5,-27.504217,152.961324,Chapel Hill,4 - Regular,Y,Easy,Easy,Easy,2017-07-17T12:00:00+10:00,"{""coordinates"": [152.9613300371479, -27.504204437667198], ""type"": ""Point""}","-27.504204437667198, 152.9613300371479"
13458,1601,BURBONG / MOGGILL,Burbong Street,Moggill Street,496153,6957733.4,-27.504055,152.961051,Chapel Hill,5 - District,N,Hard,Easy,Medium,,"{""coordinates"": [152.96105703651384, -27.50404243808893], ""type"": ""Point""}","-27.50404243808893, 152.96105703651384"
13459,1604,Chelmer Honour Avenue,Honour Avenue,Hurlton Street,497279.1,6956897.4,-27.511606,152.97245,Chelmer,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.97245603420933, -27.511593439009484], ""type"": ""Point""}","-27.511593439009484, 152.97245603420933"
13460,1605,Chelmer Honour Avenue,Honour Avenue,Hurlton Street,497293,6956903.3,-27.511552,152.972591,Chelmer,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.97259703464144, -27.511539439199307], ""type"": ""Point""}","-27.511539439199307, 152.97259703464144"
13461,1606,Graceville Honour Avenue,Honour Avenue,Verney Road,497592.8,6955920.3,-27.520427,152.975625,Graceville,2 - Intermediate,Y,Medium,Easy,Medium,,"{""coordinates"": [152.97563103272205, -27.520414439762806], ""type"": ""Point""}","-27.520414439762806, 152.97563103272205"
13462,1607,Graceville Honour Avenue,Honour Avenue,Verney Road,497577.5,6955923.2,-27.520401,152.97547,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2017-09-14T12:00:00+10:00,"{""coordinates"": [152.9754760327237, -27.520388439160346], ""type"": ""Point""}","-27.520388439160346, 152.9754760327237"
13463,1608,Kingfisher Creek I/B,Deshon Street,Railway Street,504384.2,6959040.3,-27.492255,153.044384,Woolloongabba,2 - Intermediate,Y,Easy,Easy,Medium,2017-04-21T12:00:00+10:00,"{""coordinates"": [153.04439002904937, -27.492242446515014], ""type"": ""Point""}","-27.492242446515014, 153.04439002904937"
13464,1609,Kingfisher Creek O/B,Deshon Street,Norman Street,504371,6959056.8,-27.492106,153.04425,Woolloongabba,2 - Intermediate,Y,Easy,Easy,Easy,2017-10-27T12:00:00+10:00,"{""coordinates"": [153.04425602983838, -27.492093446591745], ""type"": ""Point""}","-27.492093446591745, 153.04425602983838"
13465,1610,Metroplex South,Metroplex Avenue,Terrace Place,509774.9,6963190.4,-27.45476,153.098923,Murarrie,2 - Intermediate,Y,Easy,Medium,Easy,2018-07-19T12:00:00+10:00,"{""coordinates"": [153.09892902792492, -27.45474745141033], ""type"": ""Point""}","-27.45474745141033, 153.09892902792492"
13466,1611,Sherwood Forest Honour Avenue,Honour Avenue,Bentinick Street,497825.7,6955317.5,-27.52587,152.977982,Sherwood,2 - Intermediate,Y,Easy,Medium,Easy,2018-11-23T11:00:00+10:00,"{""coordinates"": [152.97798803248185, -27.525857440231775], ""type"": ""Point""}","-27.525857440231775, 152.97798803248185"
13467,1612,Sherwood Forest Honour Avenue,Honour Avenue,Bentinick Street,497851.2,6955289,-27.526127,152.97824,Sherwood,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [152.97824603170298, -27.526114439743772], ""type"": ""Point""}","-27.526114439743772, 152.97824603170298"
13468,1613,Graceville State School - 50,Oxley Road,Acacia Avenue,497872,6956150,-27.518354,152.978452,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.9784580334744, -27.518341439749957], ""type"": ""Point""}","-27.518341439749957, 152.9784580334744"
13469,1614,Graceville State School - 50,Oxley Road,Acacia Avenue,497835.1,6956205.3,-27.517854,152.978078,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.97808403276525, -27.517841439968407], ""type"": ""Point""}","-27.517841439968407, 152.97808403276525"
13470,1615,Oxley-Graceville - 49B,Oxley Road,Evadne Street,498023,6955730.7,-27.522139,152.97998,Graceville,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [152.97998603278458, -27.52212644027271], ""type"": ""Point""}","-27.52212644027271, 152.97998603278458"
13471,1616,Oxley-Graceville - 49B,Oxley Road,Evadne Street,498005.2,6955738.8,-27.522066,152.9798,Graceville,3 - Regular with seat,Y,Easy,Easy,Easy,2016-11-18T11:00:00+10:00,"{""coordinates"": [152.97980603210056, -27.522053439732048], ""type"": ""Point""}","-27.522053439732048, 152.97980603210056"
13472,1617,Graceville Fiveways - 50,Oxley Road,Allardyce Street,498100.5,6955513.7,-27.524098,152.980765,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.9807710319723, -27.524085440103683], ""type"": ""Point""}","-27.524085440103683, 152.9807710319723"
13473,1618,Graceville Fiveways - 50,Oxley Road,Allardyce Street,498085.3,6955515.6,-27.524081,152.98061,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.98061603213625, -27.524068439756444], ""type"": ""Point""}","-27.524068439756444, 152.98061603213625"
13474,1619,Plumer Street - 53,Plumer Street,Tainton Street,498651.8,6955048.3,-27.528301,152.986347,Sherwood,3 - Regular with seat,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.9863530310285, -27.52828844048751], ""type"": ""Point""}","-27.52828844048751, 152.9863530310285"
13475,1620,Plumer Street - 53,Plumer Street,Tainton Street,498660.6,6955035.4,-27.528418,152.986436,Sherwood,3 - Regular with seat,Y,Easy,Medium,Medium,2016-06-15T12:00:00+10:00,"{""coordinates"": [152.98644203068838, -27.528405441035574], ""type"": ""Point""}","-27.528405441035574, 152.98644203068838"
13476,1621,Long Street East - 51,Long Street,McDougall Street,498342.7,6955382.8,-27.525281,152.983218,Graceville,2 - Intermediate,Y,Easy,Easy,Hard,2016-06-15T12:00:00+10:00,"{""coordinates"": [152.9832240318236, -27.525268440564084], ""type"": ""Point""}","-27.525268440564084, 152.9832240318236"
13477,1622,Long Street East - 51,Long Street,McDougall Street,498357.2,6955390.4,-27.525212,152.983364,Graceville,3 - Regular with seat,Y,Easy,Easy,Easy,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.98337003201922, -27.52519944059381], ""type"": ""Point""}","-27.52519944059381, 152.98337003201922"
13478,1623,Haldane Street - 52,Long Street,Haldane Street,498683.5,6955336.4,-27.5257,152.986668,Graceville,3 - Regular with seat,Y,Easy,Medium,Easy,2019-05-02T12:00:00+10:00,"{""coordinates"": [152.98667403119313, -27.525687440778146], ""type"": ""Point""}","-27.525687440778146, 152.98667403119313"
13479,1624,Haldane Street - 52,Long Street,Tainton Street,498717.1,6955321.5,-27.525835,152.987008,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2019-05-02T12:00:00+10:00,"{""coordinates"": [152.98701403162184, -27.5258224412533], ""type"": ""Point""}","-27.5258224412533, 152.98701403162184"
13480,1625,Graceville-Oxley - 48,Graceville Avenue,Oxley Road,498047.4,6955777.3,-27.521719,152.980227,Graceville,2 - Intermediate,Y,Easy,Easy,Medium,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.9802330324655, -27.521706439836496], ""type"": ""Point""}","-27.521706439836496, 152.9802330324655"
13481,1626,Graceville-Oxley - 48,Graceville Avenue,Oxley Road,498054,6955762,-27.521857,152.980294,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2016-01-16T11:00:00+10:00,"{""coordinates"": [152.98030003248977, -27.52184444023687], ""type"": ""Point""}","-27.52184444023687, 152.98030003248977"
13482,1627,Graceville-Errol - 47,Graceville Avenue,Erroll Street,498452.6,6955708.4,-27.522341,152.98433,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-08T12:00:00+10:00,"{""coordinates"": [152.98433603223953, -27.522328440673043], ""type"": ""Point""}","-27.522328440673043, 152.98433603223953"
13483,1628,Graceville-Errol - 47,Graceville Avenue,Erroll Street,498361.1,6955711.9,-27.52231,152.983404,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-08T12:00:00+10:00,"{""coordinates"": [152.98341003160218, -27.52229744051962], ""type"": ""Point""}","-27.52229744051962, 152.98341003160218"
13484,1629,Graceville Avenue - 46,Graceville Avenue,Erroll Street,498586.4,6955687.2,-27.522533,152.985685,Graceville,3 - Regular with seat,Y,Hard,Easy,Easy,2022-09-08T12:00:00+10:00,"{""coordinates"": [152.9856910319156, -27.522520441038143], ""type"": ""Point""}","-27.522520441038143, 152.9856910319156"
13485,1631,Riverside Village - 45,Graceville Avenue,Luke Street,498872,6955640.3,-27.522956,152.988577,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-08T12:00:00+10:00,"{""coordinates"": [152.98858303131138, -27.52294344132742], ""type"": ""Point""}","-27.52294344132742, 152.98858303131138"
13486,1632,Riverside Village - 45,Graceville Avenue,Gamble Street,498787.5,6955640.9,-27.522951,152.987722,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-08T12:00:00+10:00,"{""coordinates"": [152.98772803152818, -27.522938440948536], ""type"": ""Point""}","-27.522938440948536, 152.98772803152818"
13487,1633,Graceville-Nadine - 44,Graceville Avenue,Luke Street,499039.7,6955612.5,-27.523207,152.990276,Graceville,2 - Intermediate,Y,Easy,Easy,Easy,2016-01-16T11:00:00+10:00,"{""coordinates"": [152.9902820308778, -27.523194441231777], ""type"": ""Point""}","-27.523194441231777, 152.9902820308778"
13488,1634,Graceville-Nadine - 44,Graceville Avenue,Luke Street,499039.8,6955598,-27.523339,152.990276,Graceville,3 - Regular with seat,Y,Easy,Easy,Easy,2017-01-16T11:00:00+10:00,"{""coordinates"": [152.99028203140082, -27.523326441162364], ""type"": ""Point""}","-27.523326441162364, 152.99028203140082"
13489,1635,Poinciana - Azalea - 62,Poinciana Street,Magnolia Street,496186.2,6947832.7,-27.593437,152.961356,Inala,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.96136202542473, -27.59342443883787], ""type"": ""Point""}","-27.59342443883787, 152.96136202542473"
13490,1636,Milpera - 51,Oxley Road,Harte Road,497696,6956643.9,-27.513895,152.976671,Chelmer,3 - Regular with seat,Y,Easy,Easy,Easy,2019-11-19T11:00:00+10:00,"{""coordinates"": [152.976677033745, -27.51388243948983], ""type"": ""Point""}","-27.51388243948983, 152.976677033745"
13491,1637,Milpera - 51,Oxley Road,Harte Road,497682.9,6956636.8,-27.513959,152.976538,Chelmer,2 - Intermediate,Y,Easy,Easy,Easy,2022-09-08T12:00:00+10:00,"{""coordinates"": [152.97654403341735, -27.51394643959065], ""type"": ""Point""}","-27.51394643959065, 152.97654403341735"
13492,1639,Station Road - 23,Station Road,Westminster Road,497541.6,6957903.5,-27.502523,152.97511,Indooroopilly,,N,Medium,Hard,Easy,,"{""coordinates"": [152.9751160356582, -27.502510439083476], ""type"": ""Point""}","-27.502510439083476, 152.9751160356582"
13493,1640,Lambert Road - 26,Harts Road,Carnarvon Road,498408.3,6957891.5,-27.502632,152.983885,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Medium,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.98389103455037, -27.502619439954245], ""type"": ""Point""}","-27.502619439954245, 152.98389103455037"
13494,1642,Miller Street,Creek Road,Miller Street,509691.4,6962584.3,-27.460232,153.098083,Murarrie,4 - Regular,Y,Easy,Easy,Easy,2022-09-30T12:00:00+10:00,"{""coordinates"": [153.0980890271858, -27.460219451759762], ""type"": ""Point""}","-27.460219451759762, 153.0980890271858"
13495,1643,Miller Street,Creek Road,Miller Street,509671.7,6962601.1,-27.460081,153.097884,Murarrie,4 - Regular,Y,Medium,Easy,Medium,2018-01-25T11:00:00+10:00,"{""coordinates"": [153.0978900277306, -27.460068451362147], ""type"": ""Point""}","-27.460068451362147, 153.0978900277306"
13496,1644,Long Pocket Terminus - 44,Meiers Road,Meiers Road,499502,6956855,-27.51199,152.994957,Indooroopilly,2 - Intermediate,N,Medium,Hard,Easy,,"{""coordinates"": [152.99496303213252, -27.511977441315793], ""type"": ""Point""}","-27.511977441315793, 152.99496303213252"
13497,1645,Fisheries - 43,Meiers Road,Saint Andrews Road,499502.5,6957114,-27.509652,152.994963,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Easy,2017-04-28T12:00:00+10:00,"{""coordinates"": [152.9949690328822, -27.509639441612837], ""type"": ""Point""}","-27.509639441612837, 152.9949690328822"
13498,1646,Fisheries - 43,Meiers Road,Indooroopilly Sciences Centre Road,499487.3,6957177.9,-27.509075,152.994809,Indooroopilly,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.99481503226198, -27.509062441435987], ""type"": ""Point""}","-27.509062441435987, 152.99481503226198"
13499,1647,BSES - 42,Meiers Road,Cadiz Road,499319.6,6957208.4,-27.508801,152.993111,Indooroopilly,4 - Regular,Y,Easy,Hard,Medium,2023-03-21T11:00:00+10:00,"{""coordinates"": [152.9931170327334, -27.508788440921453], ""type"": ""Point""}","-27.508788440921453, 152.9931170327334"
13500,1648,BSES - 42,Meiers Road,Cadiz Road,499285.6,6957183.6,-27.509024,152.992767,Indooroopilly,3 - Regular with seat,Y,Easy,Medium,Medium,2023-03-21T11:00:00+10:00,"{""coordinates"": [152.99277303310362, -27.509011441506207], ""type"": ""Point""}","-27.509011441506207, 152.99277303310362"
13501,1649,Castile Street - 41,Castile Street,Private Road,499049.1,6957001.3,-27.510669,152.990371,Indooroopilly,4 - Regular,Y,Easy,Easy,Easy,2016-05-17T12:00:00+10:00,"{""coordinates"": [152.99037703248234, -27.510656440901396], ""type"": ""Point""}","-27.510656440901396, 152.99037703248234"
13502,1650,Castile Street - 41,Harts Road,Castle Street,499085.7,6956997.5,-27.510704,152.990742,Indooroopilly,2 - Intermediate,Y,Easy,Easy,Medium,2017-04-28T12:00:00+10:00,"{""coordinates"": [152.99074803248854, -27.510691441252035], ""type"": ""Point""}","-27.510691441252035, 152.99074803248854"
13503,1651,Harts Road - 40,Harts Road,Charlane Road,498865.6,6956995.4,-27.510723,152.988514,Indooroopilly,2 - Intermediate,N,Medium,Easy,Easy,,"{""coordinates"": [152.98852003268456, -27.51071044122653], ""type"": ""Point""}","-27.51071044122653, 152.98852003268456"
13504,1652,Harts Road - 40,Harts Road,Indooroopilly Road,498790.6,6957057.8,-27.510159,152.987755,Indooroopilly,4 - Regular,Y,Easy,Easy,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.9877610329861, -27.51014644091981], ""type"": ""Point""}","-27.51014644091981, 152.9877610329861"
13505,1653,Thomas Park - 39,Harts Road,Glencairn Road,498604.9,6957130.7,-27.509501,152.985874,Indooroopilly,3 - Regular with seat,Y,Easy,Medium,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.98588003354146, -27.509488440873188], ""type"": ""Point""}","-27.509488440873188, 152.98588003354146"
13506,1654,Thomas Park - 39,Harts Road,Glencairn Avenue,498607.3,6957145.1,-27.509371,152.985899,Indooroopilly,4 - Regular,Y,Easy,Easy,Medium,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.98590503389553, -27.50935844019981], ""type"": ""Point""}","-27.50935844019981, 152.98590503389553"
13507,1655,Marston Avenue - 38,Harts Road,Marston Road,498463.9,6957299.3,-27.507979,152.984447,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Easy,2019-05-10T12:00:00+10:00,"{""coordinates"": [152.98445303342027, -27.50796644071171], ""type"": ""Point""}","-27.50796644071171, 152.98445303342027"
13508,1656,Marston Avenue - 38,Harts Road,marston Avenue,498416.7,6957375.1,-27.507294,152.983969,Indooroopilly,3 - Regular with seat,Y,Medium,Easy,Easy,,"{""coordinates"": [152.98397503366053, -27.50728144017675], ""type"": ""Point""}","-27.50728144017675, 152.98397503366053"
13509,1658,Lutheran College - 37,Harts Road,Graham Street,498317.3,6957477.1,-27.506374,152.982963,Indooroopilly,3 - Regular with seat,Y,Easy,Hard,Easy,2019-07-24T12:00:00+10:00,"{""coordinates"": [152.98296903383388, -27.506361440095336], ""type"": ""Point""}","-27.506361440095336, 152.98296903383388"
13510,1659,Lutheran College - 37,Harts Road,Dennis Street,498243.3,6957585.1,-27.505398,152.982214,Indooroopilly,4 - Regular,Y,Easy,Hard,Easy,2023-04-04T12:00:00+10:00,"{""coordinates"": [152.9822200343006, -27.505385440129853], ""type"": ""Point""}","-27.505385440129853, 152.9822200343006"
13511,1660,Dennis Street - 36,Dennis Street,Dennis Road,498093.3,6957689.6,-27.504455,152.980695,Indooroopilly,2 - Intermediate,Y,Hard,Easy,Easy,,"{""coordinates"": [152.98070103495579, -27.504442440301453], ""type"": ""Point""}","-27.504442440301453, 152.98070103495579"
13512,1661,Dennis Street - 36,Harts Road,Dennis Road,498093.8,6957707.2,-27.504296,152.9807,Indooroopilly,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.9807060349406, -27.504283439932873], ""type"": ""Point""}","-27.504283439932873, 152.9807060349406"
13513,1662,Lambert/Central - 35,Lambert Road,Central Avenue,497899.5,6957755.9,-27.503856,152.978734,Indooroopilly,4 - Regular,Y,Easy,Easy,Easy,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.97874003498399, -27.50384343986113], ""type"": ""Point""}","-27.50384343986113, 152.97874003498399"
13514,1663,Lambert Road - 35,Lambert Road,Central Avenue,497788.3,6957786.2,-27.503582,152.977607,Indooroopilly,1 - Premium,Y,Easy,Easy,Medium,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.97761303552141, -27.503569439935465], ""type"": ""Point""}","-27.503569439935465, 152.97761303552141"
13515,1664,Indooroopilly Station Coonan Street,Coonan Street,Station Road,497557.7,6957812.7,-27.503342,152.975273,Indooroopilly,2 - Intermediate,Y,Easy,Easy,Medium,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.97527903503746, -27.50332943920951], ""type"": ""Point""}","-27.50332943920951, 152.97527903503746"
13516,1665,Indooroopilly Station - 53,Coonan Street,Station Road,497519.4,6957791,-27.503538,152.974885,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Medium,2017-10-09T12:00:00+10:00,"{""coordinates"": [152.974891035293, -27.503525439502724], ""type"": ""Point""}","-27.503525439502724, 152.974891035293"
13517,1666,Clarence Road - 36,Clarence Road,Railway Avenue,497727.3,6957844.9,-27.503052,152.97699,Indooroopilly,1 - Premium,Y,Easy,Medium,Easy,2017-10-04T12:00:00+10:00,"{""coordinates"": [152.97699603484043, -27.503039439412383], ""type"": ""Point""}","-27.503039439412383, 152.97699603484043"
13518,1667,QE II Stadium - 57,Kessels Road,Mains Road,506294.4,6951504.6,-27.560279,153.063761,Nathan,3 - Regular with seat,Y,Hard,Hard,Hard,,"{""coordinates"": [153.0637670187835, -27.560266448598675], ""type"": ""Point""}","-27.560266448598675, 153.0637670187835"
13519,1668,KEATING / CLARENCE,Keating Street,Clarence Street,497779.7,6958308,-27.498871,152.977521,Indooroopilly,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [152.97752703518378, -27.49885843937175], ""type"": ""Point""}","-27.49885843937175, 152.97752703518378"
13520,1670,Coonan Street - 21,Coonan Street,Belgrave Road,497602.2,6958242.6,-27.499461,152.975724,Indooroopilly,2 - Intermediate,N,Medium,Hard,Easy,,"{""coordinates"": [152.97573003550173, -27.499448439823656], ""type"": ""Point""}","-27.499448439823656, 152.97573003550173"
13521,1674,McPherson Park - 56,Mcpherson Road,Edenbrooke Drive,495178.8,6952931.6,-27.547402,152.951168,Sinnamon Park,3 - Regular with seat,Y,Easy,Easy,Easy,2016-11-18T11:00:00+10:00,"{""coordinates"": [152.95117403251746, -27.54738943756058], ""type"": ""Point""}","-27.54738943756058, 152.95117403251746"
13522,1675,Musgrave Road,Moggill Road,,497312.1,6958453.4,-27.497557,152.972787,Indooroopilly,2 - Intermediate,Y,Easy,Medium,Medium,2019-01-15T11:00:00+10:00,"{""coordinates"": [152.97279303650865, -27.497544439174824], ""type"": ""Point""}","-27.497544439174824, 152.97279303650865"
13523,1676,Rylatt Street - 25,Moggill Road,Rylatt Street,496992.4,6958358.6,-27.498413,152.96955,Indooroopilly,3 - Regular with seat,Y,Medium,Easy,Easy,,"{""coordinates"": [152.96955603638617, -27.49840043873681], ""type"": ""Point""}","-27.49840043873681, 152.96955603638617"
13524,1678,Moggill Rd for Indooroopilly - 25,Moggill Road,Station Road,497217.4,6958453.6,-27.497556,152.971829,Indooroopilly,2 - Intermediate,Y,Easy,Hard,Easy,2023-03-23T11:00:00+10:00,"{""coordinates"": [152.97183503644806, -27.497543438636413], ""type"": ""Point""}","-27.497543438636413, 152.97183503644806"
13525,1681,Swan/Clarence - 29,Swann Road,Kings Road,497979.4,6958671.8,-27.495587,152.979543,Taringa,2 - Intermediate,Y,Easy,Hard,Easy,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.97954903635085, -27.495574439693456], ""type"": ""Point""}","-27.495574439693456, 152.97954903635085"
13526,1682,Swann/Clarence - 29,Swann Road,Clarence Road,497946.1,6958681.2,-27.495502,152.979206,Taringa,3 - Regular with seat,Y,Easy,Easy,Medium,2017-10-11T12:00:00+10:00,"{""coordinates"": [152.97921203616326, -27.495489439356632], ""type"": ""Point""}","-27.495489439356632, 152.97921203616326"
13527,1683,Swann Road - 28,Swann Road,Princess Street,498078.5,6958595,-27.496281,152.980547,Taringa,3 - Regular with seat,Y,Easy,Easy,Easy,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.98055303603914, -27.496268439917312], ""type"": ""Point""}","-27.496268439917312, 152.98055303603914"
13528,1684,Swann Road - 28,Swann Road,Princess Street,498066.3,6958590.1,-27.496325,152.980423,Taringa,3 - Regular with seat,Y,Easy,Easy,Medium,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.98042903551234, -27.49631244011684], ""type"": ""Point""}","-27.49631244011684, 152.98042903551234"
13529,1685,Burns Street - 27,Swann Road,Burns Road,498254.1,6958554.2,-27.496649,152.982325,Taringa,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [152.98233103560875, -27.49663644004306], ""type"": ""Point""}","-27.49663644004306, 152.98233103560875"
13530,1686,Burns Street - 27,Swann Road,Burns Road,498228.6,6958550.8,-27.49668,152.982067,Taringa,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [152.98207303573756, -27.496667439701117], ""type"": ""Point""}","-27.496667439701117, 152.98207303573756"
13531,1687,Rennie Street - 31,Central Avenue,Rennie Street,498022.3,6958523.9,-27.496923,152.979978,Indooroopilly,4 - Regular,Y,Easy,Hard,Medium,,"{""coordinates"": [152.97998403535422, -27.496910439933703], ""type"": ""Point""}","-27.496910439933703, 152.97998403535422"
13532,1688,Rennie Street - 31,Central Avenue,Rennie Street,498013.2,6958495.5,-27.497179,152.979886,Indooroopilly,3 - Regular with seat,Y,Medium,Hard,Hard,,"{""coordinates"": [152.97989203570955, -27.497166439573306], ""type"": ""Point""}","-27.497166439573306, 152.97989203570955"
13533,1689,Central Avenue - 30,Central Avenue,Clarence Road,497928.2,6958637.8,-27.495895,152.979025,Indooroopilly,4 - Regular,Y,Hard,Hard,Easy,,"{""coordinates"": [152.97903103626385, -27.495882439717597], ""type"": ""Point""}","-27.495882439717597, 152.97903103626385"
13534,1690,Central Avenue - 30,Central Avenue,Clarence Avenue,497910.1,6958633.1,-27.495937,152.978842,Indooroopilly,3 - Regular with seat,Y,Easy,Easy,Medium,2019-11-19T11:00:00+10:00,"{""coordinates"": [152.9788480359366, -27.495924439838596], ""type"": ""Point""}","-27.495924439838596, 152.9788480359366"
13535,1692,Newcross Street - 32,Central Avenue,Newcross Avenue,497979.9,6958356.1,-27.498438,152.979549,Indooroopilly,2 - Intermediate,N,Hard,Medium,Easy,,"{""coordinates"": [152.9795550359679, -27.498425439590896], ""type"": ""Point""}","-27.498425439590896, 152.9795550359679"
13536,1693,Newcross Street - 32,Central Avenue,Newcross Street,497989.5,6958342.1,-27.498564,152.979646,Indooroopilly,4 - Regular,Y,Easy,Easy,Easy,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.9796520352501, -27.498551439797403], ""type"": ""Point""}","-27.498551439797403, 152.9796520352501"
13537,1694,Holy Family - 33,Central Avenue,Cecil Street,497928.6,6958150.1,-27.500297,152.979028,Indooroopilly,2 - Intermediate,Y,Easy,Easy,Medium,2017-03-27T12:00:00+10:00,"{""coordinates"": [152.97903403536168, -27.500284440102345], ""type"": ""Point""}","-27.500284440102345, 152.97903403536168"
13538,1695,Holy Family - 33,Central Avenue,Ward Street,497919.3,6958165.9,-27.500155,152.978935,Indooroopilly,2 - Intermediate,Y,Easy,Easy,Easy,2016-11-18T11:00:00+10:00,"{""coordinates"": [152.97894103537868, -27.500142439866234], ""type"": ""Point""}","-27.500142439866234, 152.97894103537868"
13539,1696,Forest Lodge - 34,Central Avenue,Cecil Street,497878,6958000,-27.501652,152.978516,Indooroopilly,2 - Intermediate,Y,Easy,Hard,Medium,2017-02-17T11:00:00+10:00,"{""coordinates"": [152.9785220348075, -27.501639439923963], ""type"": ""Point""}","-27.501639439923963, 152.9785220348075"
13540,1697,Forest Lodge - 34,Central Avenue,Cecil Street,497879.4,6957939.6,-27.502197,152.97853,Indooroopilly,2 - Intermediate,N,Hard,Medium,Easy,,"{""coordinates"": [152.9785360353246, -27.502184439426866], ""type"": ""Point""}","-27.502184439426866, 152.9785360353246"
13541,1698,Lambert/Central - 35,Central Avenue,Lambert Avenue,497857.1,6957810.1,-27.503367,152.978304,Indooroopilly,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [152.97831003526304, -27.503354439766305], ""type"": ""Point""}","-27.503354439766305, 152.97831003526304"
