OBJECTID,HASTUS,DESCRIPTION,STREETNAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT_Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT,geo_shape,geo_point_2d
15520,4248,Neill St - 51,Mcbride Road,Neill Road,511733.2,6966652.4,-27.423489,153.118708,Pinkenba,3 - Regular with seat,Y,Easy,Easy,Easy,2023-03-02T11:00:00+10:00,"{""coordinates"": [153.11871403048875, -27.423476453329513], ""type"": ""Point""}","-27.423476453329513, 153.11871403048875"
15521,4249,Neill St - 51,Mcbride Road,Neill Street,511721.3,6966665.6,-27.42337,153.118588,Pinkenba,4 - Regular,Y,Easy,Easy,Medium,2023-03-02T11:00:00+10:00,"{""coordinates"": [153.11859402999758, -27.42335745304504], ""type"": ""Point""}","-27.42335745304504, 153.11859402999758"
15522,4250,Pinkenba - 50,Eagle Farm Road,Radio Street,511662.7,6966546.5,-27.424446,153.117995,Pinkenba,3 - Regular with seat,Y,Medium,Easy,Easy,2023-03-02T11:00:00+10:00,"{""coordinates"": [153.11800102982812, -27.424433452783447], ""type"": ""Point""}","-27.424433452783447, 153.11800102982812"
15523,4251,Pinkenba - 50,Eagle Farm Road,Radio Street,511673.4,6966535,-27.42455,153.118105,Pinkenba,2 - Intermediate,Y,Easy,Easy,Easy,2018-07-12T12:00:00+10:00,"{""coordinates"": [153.1181110300712, -27.424537452918262], ""type"": ""Point""}","-27.424537452918262, 153.1181110300712"
15524,4252,Orient Ave,Eagle Farm Road,Proposed Road,511368.8,6966211.7,-27.427471,153.115025,Pinkenba,4 - Regular,Y,Easy,Easy,Easy,2019-02-15T11:00:00+10:00,"{""coordinates"": [153.11503102979472, -27.427458452478568], ""type"": ""Point""}","-27.427458452478568, 153.11503102979472"
15525,4253,Orient Ave,Eagle Farm Road,Orient Avenue,511400.7,6966211.9,-27.427469,153.115348,Pinkenba,3 - Regular with seat,N,Medium,Easy,Easy,,"{""coordinates"": [153.11535402992425, -27.427456453133793], ""type"": ""Point""}","-27.427456453133793, 153.11535402992425"
15526,4258,Southern Cross - 46,Kingsford Smith Drive,Road Drive,510949.2,6965849.7,-27.430743,153.110783,Pinkenba,4 - Regular,Y,Easy,Easy,Medium,2023-03-23T11:00:00+10:00,"{""coordinates"": [153.11078902999148, -27.430730452724625], ""type"": ""Point""}","-27.430730452724625, 153.11078902999148"
15527,4259,Southern Cross - 46,Kingsford Smith Drive,Curtin Avenue,510899.2,6965850.6,-27.430735,153.110278,Pinkenba,3 - Regular with seat,Y,Easy,Easy,Medium,2023-03-23T11:00:00+10:00,"{""coordinates"": [153.11028403027296, -27.4307224525413], ""type"": ""Point""}","-27.4307224525413, 153.11028403027296"
15528,4260,Lavarack Ave - 43A,Holt Street,Chapman Street,510033.7,6965700.4,-27.432098,153.101522,Pinkenba,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.10152803060336, -27.43208545198021], ""type"": ""Point""}","-27.43208545198021, 153.10152803060336"
15529,4261,Fison Community - 43C,Fison Avenue East,Holt Street,509592.4,6965315.9,-27.435572,153.097059,Eagle Farm,2 - Intermediate,Y,Easy,Easy,Easy,2018-07-18T12:00:00+10:00,"{""coordinates"": [153.09706503057453, -27.435559451050885], ""type"": ""Point""}","-27.435559451050885, 153.09706503057453"
15530,4262,Meeandah - 45,Kingsford Smith Drive,Kingsford Smith Drive,510376.2,6965984.7,-27.429528,153.104984,Pinkenba,2 - Intermediate,Y,Easy,Easy,Easy,2023-02-20T11:00:00+10:00,"{""coordinates"": [153.10499003049156, -27.429515451898347], ""type"": ""Point""}","-27.429515451898347, 153.10499003049156"
15531,4263,Meeandah - 45,Sugarmill Road,Kingsford Smith Drive,510672.8,6965921.8,-27.430094,153.107986,Pinkenba,4 - Regular,Y,Easy,Easy,Easy,2023-03-02T11:00:00+10:00,"{""coordinates"": [153.1079920303293, -27.430081451863543], ""type"": ""Point""}","-27.430081451863543, 153.1079920303293"
15532,4267,Holt St - 43,Kingsford Smith Drive,Holt Street,509978,6966067.3,-27.428786,153.100955,Eagle Farm,2 - Intermediate,Y,Easy,Easy,Medium,2022-12-14T11:00:00+10:00,"{""coordinates"": [153.1009610308021, -27.428773451495964], ""type"": ""Point""}","-27.428773451495964, 153.1009610308021"
15533,4268,Holt Street - 43,Kingsford Smith Drive,Holt Drive,510021.4,6966090.3,-27.428578,153.101393,Eagle Farm,4 - Regular,Y,Easy,Easy,Easy,2018-07-18T12:00:00+10:00,"{""coordinates"": [153.10139903143516, -27.428565451818358], ""type"": ""Point""}","-27.428565451818358, 153.10139903143516"
15534,4269,Bunour - 42,Kingsford Smith Drive,French Street,509679.9,6966065.4,-27.428805,153.097939,Eagle Farm,2 - Intermediate,Y,Easy,Easy,Medium,2023-03-01T11:00:00+10:00,"{""coordinates"": [153.09794503130755, -27.428792450989096], ""type"": ""Point""}","-27.428792450989096, 153.09794503130755"
15535,4271,French St - 40,Kingsford Smith Drive,French Drive,509472.9,6965993.7,-27.429454,153.095845,Eagle Farm,2 - Intermediate,Y,Easy,Easy,Easy,2018-11-16T11:00:00+10:00,"{""coordinates"": [153.09585103186174, -27.42944145114865], ""type"": ""Point""}","-27.42944145114865, 153.09585103186174"
15536,4272,Bunour - 42,Kingsford Smith Drive,Crossover Drive,509749.6,6966125.7,-27.42826,153.098644,Eagle Farm,4 - Regular,Y,Easy,Easy,Easy,2023-03-01T11:00:00+10:00,"{""coordinates"": [153.09865003151242, -27.428247451455174], ""type"": ""Point""}","-27.428247451455174, 153.09865003151242"
15537,4273,Melton Road - 3,Buckland Road,Melton Road,506418.7,6968818,-27.403974,153.064929,Nundah,3 - Regular with seat,Y,Medium,Easy,Easy,,"{""coordinates"": [153.064935038248, -27.403961447494655], ""type"": ""Point""}","-27.403961447494655, 153.064935038248"
15538,4274,Melton Road - 4/3,Buckland Road,Melton Road,506427.2,6968804.5,-27.404096,153.065014,Nundah,3 - Regular with seat,Y,Easy,Easy,Hard,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0650200383035, -27.40408344757511], ""type"": ""Point""}","-27.40408344757511, 153.0650200383035"
15539,4275,Hedley Avenue - 4,Buckland Road,Hedley Avenue,506550,6968798.6,-27.404148,153.066256,Nundah,4 - Regular,Y,Easy,Easy,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.0662620379241, -27.404135448153205], ""type"": ""Point""}","-27.404135448153205, 153.0662620379241"
15540,4276,Hedley Avenue - 5,Hedley Avenue,Buckland Road,506604,6968818.6,-27.403967,153.066802,Nundah,3 - Regular with seat,Y,Easy,Easy,Easy,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.0668080381984, -27.40395444759202], ""type"": ""Point""}","-27.40395444759202, 153.0668080381984"
15541,4277,Hedley Avenue - 5,York Street,York Avenue,506606.3,6968930.4,-27.402958,153.066826,Nundah,3 - Regular with seat,Y,Easy,Easy,Hard,,"{""coordinates"": [153.0668320383951, -27.40294544792168], ""type"": ""Point""}","-27.40294544792168, 153.0668320383951"
15542,4278,York Street - 6,York Street,Hedley Avenue,506655,6968973.8,-27.402566,153.067318,Nundah,4 - Regular,Y,Medium,Easy,Easy,,"{""coordinates"": [153.06732403864356, -27.402553448090227], ""type"": ""Point""}","-27.402553448090227, 153.06732403864356"
15543,4279,York Street - 6,York Street,Hedley Street,506644.5,6968961.6,-27.402676,153.067212,Nundah,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.06721803847668, -27.402663447586516], ""type"": ""Point""}","-27.402663447586516, 153.06721803847668"
15544,4280,York Street - 7,York Street,Killeen Street,506824.4,6968949.3,-27.402787,153.069032,Nundah,4 - Regular,Y,Medium,Easy,Easy,,"{""coordinates"": [153.06903803754219, -27.402774448327634], ""type"": ""Point""}","-27.402774448327634, 153.06903803754219"
15545,4281,York Street - 7,York Street,Killeen Street,506828.7,6968934.8,-27.402917,153.069075,Nundah,2 - Intermediate,Y,Easy,Easy,Easy,2017-02-21T11:00:00+10:00,"{""coordinates"": [153.06908103792804, -27.402904448443955], ""type"": ""Point""}","-27.402904448443955, 153.06908103792804"
15546,4282,Amelia Street - 8,York Street,Vernon Street,506938.7,6968975,-27.402553,153.070187,Nundah,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.07019303748532, -27.40254044850803], ""type"": ""Point""}","-27.40254044850803, 153.07019303748532"
15547,4283,Amelia Street - 8,Amelia Street,York Street,506950.9,6968970.4,-27.402595,153.070311,Nundah,3 - Regular with seat,Y,Easy,Easy,Medium,2023-02-22T11:00:00+10:00,"{""coordinates"": [153.0703170379645, -27.40258244786133], ""type"": ""Point""}","-27.40258244786133, 153.0703170379645"
15548,4284,Amelia Street - 9,Amelia Street,Little Jenner Street,506958.6,6969112.3,-27.401314,153.070388,Nundah,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.07039403808832, -27.4013014481571], ""type"": ""Point""}","-27.4013014481571, 153.07039403808832"
15549,4285,Amelia Street - 9,Amelia Street,Little Jenner Street,506969.8,6969098.6,-27.401438,153.070501,Nundah,2 - Intermediate,N,Hard,Easy,Easy,,"{""coordinates"": [153.07050703836077, -27.401425448580312], ""type"": ""Point""}","-27.401425448580312, 153.07050703836077"
15550,4286,Nellie Street - 10,Nellie Street,Bligh Street,506758.1,6969243.4,-27.400132,153.068359,Nundah,4 - Regular,Y,Easy,Easy,Medium,2023-03-07T11:00:00+10:00,"{""coordinates"": [153.06836503821674, -27.4001194478366], ""type"": ""Point""}","-27.4001194478366, 153.06836503821674"
15551,4287,Nellie Street - 10,Nellie Street,Bligh Street,506755.3,6969258.3,-27.399997,153.068331,Nundah,2 - Intermediate,Y,Easy,Easy,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0683370384325, -27.399984447573], ""type"": ""Point""}","-27.399984447573, 153.0683370384325"
15552,4288,Nellie Street - 11,Nellie Street,Melton Road,506484.1,6969283.9,-27.399767,153.065587,Nundah,4 - Regular,Y,Easy,Easy,Medium,2023-02-22T11:00:00+10:00,"{""coordinates"": [153.06559303857173, -27.399754447979873], ""type"": ""Point""}","-27.399754447979873, 153.06559303857173"
15553,4289,Nellie Street - 11,Nellie Street,Melton Road,506497.9,6969295.8,-27.399659,153.065727,Nundah,2 - Intermediate,Y,Easy,Medium,Easy,2017-05-02T12:00:00+10:00,"{""coordinates"": [153.0657330386533, -27.39964644782556], ""type"": ""Point""}","-27.39964644782556, 153.0657330386533"
15554,4291,Melton Road - 12,Melton Road,Private Road,506555,6969567,-27.397211,153.066303,Nundah,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.0663090394297, -27.39719844738565], ""type"": ""Point""}","-27.39719844738565, 153.0663090394297"
15555,4292,Melton Road - 12,Melton Road,Private Road,506592.5,6969589.1,-27.397011,153.066682,Northgate,3 - Regular with seat,N,Hard,Easy,Easy,,"{""coordinates"": [153.06668803926698, -27.396998447371413], ""type"": ""Point""}","-27.396998447371413, 153.06668803926698"
15556,4294,Dethridge Street - 13,Melton Road,Dethridge Street,506713,6969714.6,-27.395878,153.0679,Northgate,2 - Intermediate,N,Medium,Easy,Medium,,"{""coordinates"": [153.06790603918884, -27.395865447901944], ""type"": ""Point""}","-27.395865447901944, 153.06790603918884"
15557,4295,Elwyn Street - 14,Melton Road,Elwyn Road,506790.2,6969798.1,-27.395124,153.068681,Northgate,4 - Regular,Y,Easy,Easy,Medium,2019-09-17T12:00:00+10:00,"{""coordinates"": [153.06868703847286, -27.395111448311432], ""type"": ""Point""}","-27.395111448311432, 153.06868703847286"
15558,4296,Elwyn Street - 14,Melton Road,Elwyn Street,506831.7,6969812,-27.394998,153.069101,Northgate,3 - Regular with seat,Y,Easy,Easy,Easy,2018-08-29T12:00:00+10:00,"{""coordinates"": [153.06910703934665, -27.394985448162593], ""type"": ""Point""}","-27.394985448162593, 153.06910703934665"
15559,4297,Melton Road - 15,Melton Road,Allworth Street,507029.7,6969979.5,-27.393485,153.071102,Northgate,2 - Intermediate,N,Medium,Easy,Hard,,"{""coordinates"": [153.07110803930698, -27.393472448342], ""type"": ""Point""}","-27.393472448342, 153.07110803930698"
15560,4298,Melton Road - 15,Melton Road,Allworth Street,507011.4,6969949.1,-27.393759,153.070918,Northgate,2 - Intermediate,Y,Easy,Easy,Easy,2019-11-15T11:00:00+10:00,"{""coordinates"": [153.07092403845036, -27.393746448640353], ""type"": ""Point""}","-27.393746448640353, 153.07092403845036"
15561,4301,Candlebark Street - 50A,Horn Road,Candlebark Street,501044.9,6972658.8,-27.369313,153.010566,Aspley,4 - Regular,Y,Medium,Easy,Medium,,"{""coordinates"": [153.0105720488394, -27.369300442097973], ""type"": ""Point""}","-27.369300442097973, 153.0105720488394"
15562,4302,Cooper Road - 18,Nudgee Road,Cooper Road,507596.6,6969787.9,-27.395211,153.076837,Northgate,2 - Intermediate,Y,Medium,Easy,Hard,,"{""coordinates"": [153.0768430377828, -27.39519844864445], ""type"": ""Point""}","-27.39519844864445, 153.0768430377828"
15563,4303,Oates Parade - 19,Nudgee Road,Oates Parade,507783.7,6970086.2,-27.392517,153.078728,Northgate,2 - Intermediate,Y,Medium,Easy,Easy,,"{""coordinates"": [153.0787340385097, -27.392504449116426], ""type"": ""Point""}","-27.392504449116426, 153.0787340385097"
15564,4304,Muneera Crescent - 49,Horn Road,Muneera Road,500715.3,6972701.9,-27.368924,153.007233,Aspley,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.00723904920687, -27.368911441153156], ""type"": ""Point""}","-27.368911441153156, 153.00723904920687"
15565,4305,Day - Oates Rd,Day Road,Oates Road,507307.2,6970037.4,-27.392961,153.073909,Northgate,3 - Regular with seat,N,Hard,Hard,Hard,,"{""coordinates"": [153.07391503885793, -27.392948448815808], ""type"": ""Point""}","-27.392948448815808, 153.07391503885793"
15566,4306,Muneera Street - 49,Horn Road,Muneera Road,500732.2,6972711.4,-27.368839,153.007404,Aspley,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.00741004879012, -27.368826441480028], ""type"": ""Point""}","-27.368826441480028, 153.00741004879012"
15567,4307,Oates Parade - 18,Oates Parade,Stark Parade,507516.9,6970038.1,-27.392953,153.07603,Northgate,2 - Intermediate,Y,Hard,Easy,Easy,,"{""coordinates"": [153.07603603806697, -27.39294044886853], ""type"": ""Point""}","-27.39294044886853, 153.07603603806697"
15568,4309,Day Road - 17,Day Road,Lang Terrace,507450.1,6969848.1,-27.394668,153.075355,Northgate,2 - Intermediate,Y,Easy,Easy,Easy,2023-02-06T11:00:00+10:00,"{""coordinates"": [153.07536103877666, -27.394655448521156], ""type"": ""Point""}","-27.394655448521156, 153.07536103877666"
15569,4310,Candlebark Street - 50A,Horn Road,Candlebark Street,501116.7,6972632.3,-27.369553,153.011292,Aspley,4 - Regular,Y,Easy,Medium,Medium,2019-10-03T12:00:00+10:00,"{""coordinates"": [153.0112980485424, -27.36954044213169], ""type"": ""Point""}","-27.36954044213169, 153.0112980485424"
15570,4311,Oates Parade - 17,Oates Parade,Day Parade,507311.8,6970070.3,-27.392663,153.073955,Northgate,4 - Regular,N,Hard,Easy,Easy,,"{""coordinates"": [153.07396103856578, -27.392650448883728], ""type"": ""Point""}","-27.392650448883728, 153.07396103856578"
15571,4312,Ridge Street - 16/17,Ridge Street,Northgate Road,506470.3,6970449.3,-27.389246,153.065442,Northgate,2 - Intermediate,N,Medium,Easy,Hard,,"{""coordinates"": [153.06544804041135, -27.38923344802245], ""type"": ""Point""}","-27.38923344802245, 153.06544804041135"
15572,4313,Northgate Road - 15/16,Ridge Street,Northgate Road,506486.8,6970405.5,-27.389641,153.065609,Northgate,3 - Regular with seat,Y,Easy,Easy,Easy,2018-06-28T12:00:00+10:00,"{""coordinates"": [153.06561503968976, -27.38962844787832], ""type"": ""Point""}","-27.38962844787832, 153.06561503968976"
15573,4316,Surrey Street - 13,Flower Street,Surrey Street,506347.6,6969907,-27.394142,153.064203,Northgate,2 - Intermediate,Y,Easy,Easy,Easy,2017-06-01T12:00:00+10:00,"{""coordinates"": [153.06420903951582, -27.394129447161315], ""type"": ""Point""}","-27.394129447161315, 153.06420903951582"
15574,4317,Surrey Street - 13,Flower Street,Surrey Street,506328,6969913,-27.394088,153.064005,Northgate,3 - Regular with seat,Y,Easy,Easy,Easy,2018-11-16T11:00:00+10:00,"{""coordinates"": [153.06401103941408, -27.394075447253574], ""type"": ""Point""}","-27.394075447253574, 153.06401103941408"
15575,4318,Hall Street - 12,Flower Street,Hall Street,506428.1,6969781.1,-27.395279,153.065018,Northgate,3 - Regular with seat,Y,Hard,Easy,Easy,,"{""coordinates"": [153.06502403898742, -27.395266447646605], ""type"": ""Point""}","-27.395266447646605, 153.06502403898742"
15576,4319,Hall Street - 12,Flower Street,Hall Street,506458.2,6969764.2,-27.395431,153.065323,Northgate,2 - Intermediate,Y,Easy,Easy,Easy,2017-06-01T12:00:00+10:00,"{""coordinates"": [153.06532903905943, -27.395418447353165], ""type"": ""Point""}","-27.395418447353165, 153.06532903905943"
15577,4320,Ryans Road - 11,Ryans Road,Cavendish Street,506346.6,6969599.2,-27.396922,153.064195,Nundah,2 - Intermediate,Y,Easy,Easy,Easy,2019-09-10T12:00:00+10:00,"{""coordinates"": [153.06420103900552, -27.396909447577784], ""type"": ""Point""}","-27.396909447577784, 153.06420103900552"
15578,4321,Ryans Road - 11,Cavendish Street,Ryans Road,506316.8,6969618.1,-27.39675,153.063893,Nundah,4 - Regular,Y,Easy,Easy,Easy,2019-09-17T12:00:00+10:00,"{""coordinates"": [153.06389903910244, -27.396737447770214], ""type"": ""Point""}","-27.396737447770214, 153.06389903910244"
15579,4324,Mt Gravatt Bus Service,Rochedale Road,,512617.1,6950765.5,-27.566907,153.127816,Rochedale,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.12782201040187, -27.56689445500505], ""type"": ""Point""}","-27.56689445500505, 153.12782201040187"
15580,4325,Rochedale Rd FS Ford Rd,Rochedale Road,,512530.1,6950245.2,-27.571605,153.12694,Rochedale,5 - District,N,Hard,Easy,Hard,,"{""coordinates"": [153.12694601046167, -27.571592455448986], ""type"": ""Point""}","-27.571592455448986, 153.12694601046167"
15581,4326,Rochedale Rd opp app Ford Rd,Rochedale Road,,512511.7,6950232.2,-27.571723,153.126754,Rochedale,5 - District,N,Hard,Hard,Hard,,"{""coordinates"": [153.12676001059194, -27.571710454901005], ""type"": ""Point""}","-27.571710454901005, 153.12676001059194"
15582,4328,Clarks Bus Service,Miles Platting Road,Gardner Road,511174.2,6949466.6,-27.578646,153.113211,Rochedale,2 - Intermediate,Y,Easy,Medium,Easy,2023-01-31T11:00:00+10:00,"{""coordinates"": [153.1132170107562, -27.578633454101126], ""type"": ""Point""}","-27.578633454101126, 153.1132170107562"
15583,4329,Clarks Bus Service,Miles Platting Road,Gardner Road,511222.6,6949430.1,-27.578975,153.113702,Rochedale,4 - Regular,Y,Hard,Medium,Medium,,"{""coordinates"": [153.11370801056682, -27.578962453582122], ""type"": ""Point""}","-27.578962453582122, 153.11370801056682"
15584,4332,Miles Platting Rd app McKechnie Dr,Miles Platting Road,McKechnie Drive,509571.8,6949692.3,-27.576621,153.096974,Eight Mile Plains,3 - Regular with seat,Y,Easy,Easy,Medium,2023-01-31T11:00:00+10:00,"{""coordinates"": [153.09698001257252, -27.576608452541745], ""type"": ""Point""}","-27.576608452541745, 153.09698001257252"
15585,4338,Court House,Archerfield Road,Old Progress Road,496014.2,6947518.5,-27.596274,152.959612,Richlands,2 - Intermediate,Y,Easy,Medium,Medium,2019-07-03T12:00:00+10:00,"{""coordinates"": [152.95961802481358, -27.596261438554382], ""type"": ""Point""}","-27.596261438554382, 152.95961802481358"
15586,4339,Court House,Archerfield Road,Magnolia Street,496023.6,6947707.7,-27.594566,152.959707,Inala,4 - Regular,Y,Easy,Easy,Easy,2016-06-07T12:00:00+10:00,"{""coordinates"": [152.95971302511782, -27.59455343864057], ""type"": ""Point""}","-27.59455343864057, 152.95971302511782"
15587,4340,Poinciana - Azalea - 62,Poinciana Street,Magnolia Street,496178.1,6947825.6,-27.593502,152.961273,Inala,3 - Regular with seat,Y,Easy,Medium,Medium,2017-09-14T12:00:00+10:00,"{""coordinates"": [152.9612790258304, -27.593489438633213], ""type"": ""Point""}","-27.593489438633213, 152.9612790258304"
